trial_order,trial_id,evaluation_id,attempt_id,expected_class,true_category,test_type,review_candidate_id,review_candidate_set_id,review_validity,review_completeness,review_audibility,review_artifact,source_dataset,source_partition,source_id,source_group,source_labels,source_title,source_uploader,license_url,selection_stratum,source_filename,source_sha256,review_stimulus_sha256,stimulus_file,stimulus_path,sha256,sequence_duration_s,output_peak_dbfs,output_rms_dbfs,output_max_100ms_rms_dbfs,target_output_max_100ms_rms_dbfs,distance_cm,volume_percent,playback_delay_s,capture_duration_s,model_name,model_output_classes,system_classes,model_onnx_sha256,weights_sha256,application_binary_sha256,status
49,FE4-049,STM32N6-HAZARD6-FINAL-003,FE4-A01,speech,speech,positive,FE2C-057,FE2-CANDIDATES-001,canonical,complete,normal,none,FSD50K,eval,146926,146926,"Female_speech_and_woman_speaking,Crying_and_sobbing,Speech,Human_voice",Baby Noises3 (3 month old),mushroomjesus,http://creativecommons.org/publicdomain/zero/1.0/,review_Female_speech_and_woman_speaking,146926.wav,699964716a68cd51a1511e95f5c090fd5a02aa662cdf10aa05ee207adcf2718b,407779ea5fca0d86b1f9ad2f452945735952860c835068dc8010e326c73b1f0d,FE4-049.wav,../ml-workspace/datasets/hazard6_final_evaluation_v4_independent/audio/FE4-049.wav,407779ea5fca0d86b1f9ad2f452945735952860c835068dc8010e326c73b1f0d,10.5,-33.1865,-48.4684,-41.9997,-42.0,30,100,3,15,YAMNet-1024 V5 int8; six system classes (thunder merged into other),7,6,6805110184e8295d73af52fc4093443a5a9867794e36b03e702e12c5a3d7548e,0979d852a24f3f2180e10f32f920eddeee166fabc5148841af5678731c33352e,e7e5e0d134cae4fe57bc2ab33848830b6efdff025e2e70af6bce3c3f9365d6bb,frozen_not_captured
50,FE4-050,STM32N6-HAZARD6-FINAL-003,FE4-A01,other,Alarm,positive,FE2C-005,FE2-CANDIDATES-001,canonical,complete,normal,none,FSD50K,eval,323238,323238,Alarm,Bell better mic  off axis2.wav,jameswrowles,http://creativecommons.org/publicdomain/zero/1.0/,review_other_Alarm,323238.wav,a9fb5f5680595afa52c5ccfe8f7f8473981c5421f76084c441b7ac322762b30a,4eb77ee98aba787d4dba23a4222e8356a3bcd49cea634ba25bcc378ad0e528ac,FE4-050.wav,../ml-workspace/datasets/hazard6_final_evaluation_v4_independent/audio/FE4-050.wav,4eb77ee98aba787d4dba23a4222e8356a3bcd49cea634ba25bcc378ad0e528ac,10.5,-30.5736,-44.286,-42.0001,-42.0,30,100,3,15,YAMNet-1024 V5 int8; six system classes (thunder merged into other),7,6,6805110184e8295d73af52fc4093443a5a9867794e36b03e702e12c5a3d7548e,0979d852a24f3f2180e10f32f920eddeee166fabc5148841af5678731c33352e,e7e5e0d134cae4fe57bc2ab33848830b6efdff025e2e70af6bce3c3f9365d6bb,frozen_not_captured
51,FE4-051,STM32N6-HAZARD6-FINAL-003,FE4-A01,glass_breaking,glass_breaking,positive,FE2C-008,FE2-CANDIDATES-001,canonical,complete,normal,none,FSD50K,eval,366595,366595,"Shatter,Glass",Glass Breaking.wav,jittels,http://creativecommons.org/licenses/by-nc/3.0/,label_metadata_only_candidate,366595.wav,54cd2343847fb58aa7a1cf7e6d87e16b460c2fd1ed323b7c853065c374698e31,37b1e2194978c4c4d508b01153b6654e63f3c1ddf7a982a1617c991b1768e726,FE4-051.wav,../ml-workspace/datasets/hazard6_final_evaluation_v4_independent/audio/FE4-051.wav,37b1e2194978c4c4d508b01153b6654e63f3c1ddf7a982a1617c991b1768e726,10.25,-28.7254,-55.4857,-42.0025,-42.0,30,100,3,15,YAMNet-1024 V5 int8; six system classes (thunder merged into other),7,6,6805110184e8295d73af52fc4093443a5a9867794e36b03e702e12c5a3d7548e,0979d852a24f3f2180e10f32f920eddeee166fabc5148841af5678731c33352e,e7e5e0d134cae4fe57bc2ab33848830b6efdff025e2e70af6bce3c3f9365d6bb,frozen_not_captured
52,FE4-052,STM32N6-HAZARD6-FINAL-003,FE4-A01,dog_bark,dog_bark,positive,FE2C-018,FE2-CANDIDATES-001,canonical,complete,normal,none,FSD50K,eval,253754,253754,"Bark,Dog,Domestic_animals_and_pets,Animal",Dog Barking,arightwizard,http://creativecommons.org/publicdomain/zero/1.0/,label_metadata_only_candidate,253754.wav,1dc08cc80dde5f01718ec12e1b35a41d911a2566852b73e6230231b00168af04,d4782f8e5d8a3cacbe165c03c074ec51775cadcefa265f3b2c0195b5eb8740ab,FE4-052.wav,../ml-workspace/datasets/hazard6_final_evaluation_v4_independent/audio/FE4-052.wav,d4782f8e5d8a3cacbe165c03c074ec51775cadcefa265f3b2c0195b5eb8740ab,10.184694,-30.9114,-51.4255,-42.0,-42.0,30,100,3,15,YAMNet-1024 V5 int8; six system classes (thunder merged into other),7,6,6805110184e8295d73af52fc4093443a5a9867794e36b03e702e12c5a3d7548e,0979d852a24f3f2180e10f32f920eddeee166fabc5148841af5678731c33352e,e7e5e0d134cae4fe57bc2ab33848830b6efdff025e2e70af6bce3c3f9365d6bb,frozen_not_captured
53,FE4-053,STM32N6-HAZARD6-FINAL-003,FE4-A01,siren,siren,positive,FE2S-011,FE2-SUPPLEMENT-001,canonical,complete,normal,none,UrbanSound8K,fold_9,159744,159744,siren,UrbanSound8K siren recording 159744,conleec,http://creativecommons.org/licenses/by-nc/3.0/,supplement_reserved_fold_one_source_one_candidate,159744-8-0-0.wav,8e531bd1febee4dad185b7683753e23bd447f67ce56076abe388fd76d57ccc27,5cd05934b89cd0f4bd5f32251b506d2fec7e8019527778ce9f3bae3eaee8b2d3,FE4-053.wav,../ml-workspace/datasets/hazard6_final_evaluation_v4_independent/audio/FE4-053.wav,5cd05934b89cd0f4bd5f32251b506d2fec7e8019527778ce9f3bae3eaee8b2d3,13.0,-33.2472,-45.8229,-42.0,-42.0,30,100,3,15,YAMNet-1024 V5 int8; six system classes (thunder merged into other),7,6,6805110184e8295d73af52fc4093443a5a9867794e36b03e702e12c5a3d7548e,0979d852a24f3f2180e10f32f920eddeee166fabc5148841af5678731c33352e,e7e5e0d134cae4fe57bc2ab33848830b6efdff025e2e70af6bce3c3f9365d6bb,frozen_not_captured
54,FE4-054,STM32N6-HAZARD6-FINAL-003,FE4-A01,gunshot_gunfire,gunshot_gunfire,positive,FE2S-014,FE2-SUPPLEMENT-001,canonical,complete,normal,none,FSD50K,eval,399065,399065,"Rattle,Gunshot_and_gunfire,Explosion",Tikka M65_2.wav,fastson,http://creativecommons.org/licenses/by/3.0/,supplement_explicit_firearm_metadata,399065.wav,e5cb98f9b84d3e7f646eaabf83a1fe41d7e9f2110816b56c6e43e76fbeb2d932,4b100eb0b28462f6aea99e3100059c00737c96892156d500ef73e68ad430841a,FE4-054.wav,../ml-workspace/datasets/hazard6_final_evaluation_v4_independent/audio/FE4-054.wav,4b100eb0b28462f6aea99e3100059c00737c96892156d500ef73e68ad430841a,10.25,-35.2527,-54.7852,-41.9995,-42.0,30,100,3,15,YAMNet-1024 V5 int8; six system classes (thunder merged into other),7,6,6805110184e8295d73af52fc4093443a5a9867794e36b03e702e12c5a3d7548e,0979d852a24f3f2180e10f32f920eddeee166fabc5148841af5678731c33352e,e7e5e0d134cae4fe57bc2ab33848830b6efdff025e2e70af6bce3c3f9365d6bb,frozen_not_captured
55,FE4-055,STM32N6-HAZARD6-FINAL-003,FE4-A01,speech,speech,positive,FE2C-096,FE2-CANDIDATES-001,canonical,complete,normal,none,FSD50K,eval,86938,86938,"Male_speech_and_man_speaking,Speech,Human_voice",Last stop.wav,jerk01,http://creativecommons.org/publicdomain/zero/1.0/,review_Male_speech_and_man_speaking,86938.wav,a3bbed82bb7a2edcc6ce8e2f603129421d51bacf92cb7458286d1af67345abdc,da290325d72798f14aa4f8478557eff13bc841aa0d4a12fcd6adb95c769a959d,FE4-055.wav,../ml-workspace/datasets/hazard6_final_evaluation_v4_independent/audio/FE4-055.wav,da290325d72798f14aa4f8478557eff13bc841aa0d4a12fcd6adb95c769a959d,10.5,-36.3644,-51.1488,-42.0001,-42.0,30,100,3,15,YAMNet-1024 V5 int8; six system classes (thunder merged into other),7,6,6805110184e8295d73af52fc4093443a5a9867794e36b03e702e12c5a3d7548e,0979d852a24f3f2180e10f32f920eddeee166fabc5148841af5678731c33352e,e7e5e0d134cae4fe57bc2ab33848830b6efdff025e2e70af6bce3c3f9365d6bb,frozen_not_captured
56,FE4-056,STM32N6-HAZARD6-FINAL-003,FE4-A01,gunshot_gunfire,gunshot_gunfire,positive,FE2C-093,FE2-CANDIDATES-001,canonical,complete,normal,none,FSD50K,eval,242846,242846,"Gunshot_and_gunfire,Explosion",suppressed-submachinegun.wav,mnslugger20,http://creativecommons.org/publicdomain/zero/1.0/,label_metadata_only_candidate,242846.wav,882bd8b80ed4ddedce053a89a1cd6bff13676a62f7cfe5ba2f89beba3f3d1620,6692a4e87d959693a8d0ec54d8f3053f2d84df8957e4af59f5e370666f4825ba,FE4-056.wav,../ml-workspace/datasets/hazard6_final_evaluation_v4_independent/audio/FE4-056.wav,6692a4e87d959693a8d0ec54d8f3053f2d84df8957e4af59f5e370666f4825ba,10.233946,-26.4521,-44.7049,-41.9996,-42.0,30,100,3,15,YAMNet-1024 V5 int8; six system classes (thunder merged into other),7,6,6805110184e8295d73af52fc4093443a5a9867794e36b03e702e12c5a3d7548e,0979d852a24f3f2180e10f32f920eddeee166fabc5148841af5678731c33352e,e7e5e0d134cae4fe57bc2ab33848830b6efdff025e2e70af6bce3c3f9365d6bb,frozen_not_captured
57,FE4-057,STM32N6-HAZARD6-FINAL-003,FE4-A01,other,Computer_keyboard,positive,FE2C-080,FE2-CANDIDATES-001,canonical,complete,normal,none,FSD50K,eval,181264,181264,"Computer_keyboard,Typing,Domestic_sounds_and_home_sounds",Fast Short Typing.wav,CapsLok,http://creativecommons.org/publicdomain/zero/1.0/,review_other_Computer_keyboard,181264.wav,4594d988174a2891dbad6c879afddac8670713da5b0fbda8f41c13cb6c3d6484,cb1497137996cdaa4bd41ba56b91ea653a7e0c69442579fd643bc0471f6d2949,FE4-057.wav,../ml-workspace/datasets/hazard6_final_evaluation_v4_independent/audio/FE4-057.wav,cb1497137996cdaa4bd41ba56b91ea653a7e0c69442579fd643bc0471f6d2949,10.5,-24.7752,-51.9187,-42.0001,-42.0,30,100,3,15,YAMNet-1024 V5 int8; six system classes (thunder merged into other),7,6,6805110184e8295d73af52fc4093443a5a9867794e36b03e702e12c5a3d7548e,0979d852a24f3f2180e10f32f920eddeee166fabc5148841af5678731c33352e,e7e5e0d134cae4fe57bc2ab33848830b6efdff025e2e70af6bce3c3f9365d6bb,frozen_not_captured
58,FE4-058,STM32N6-HAZARD6-FINAL-003,FE4-A01,siren,siren,positive,FE2S2-006,FE2-SIREN-SUPPLEMENT-002,canonical,complete,normal,none,UrbanSound8K,fold_7,105289,105289,siren,UrbanSound8K foreground siren recording 105289,Robinhood76,http://creativecommons.org/licenses/by-nc/3.0/,supplement2_foreground_longest_source_coverage,105289-8-1-0.wav,6ddccfa2aefa4b38b3cfc48dc6bce7fdbf003ba456aed75cfb8dbe2684e1e7a5,79192651470a57aff33ca68ea36e3367ec4ac004d8c5299fca8b117d59914c99,FE4-058.wav,../ml-workspace/datasets/hazard6_final_evaluation_v4_independent/audio/FE4-058.wav,79192651470a57aff33ca68ea36e3367ec4ac004d8c5299fca8b117d59914c99,13.0,-32.3235,-46.6501,-41.9997,-42.0,30,100,3,15,YAMNet-1024 V5 int8; six system classes (thunder merged into other),7,6,6805110184e8295d73af52fc4093443a5a9867794e36b03e702e12c5a3d7548e,0979d852a24f3f2180e10f32f920eddeee166fabc5148841af5678731c33352e,e7e5e0d134cae4fe57bc2ab33848830b6efdff025e2e70af6bce3c3f9365d6bb,frozen_not_captured
59,FE4-059,STM32N6-HAZARD6-FINAL-003,FE4-A01,dog_bark,dog_bark,positive,FE2C-092,FE2-CANDIDATES-001,canonical,complete,normal,none,FSD50K,eval,38121,38121,"Bark,Dog,Domestic_animals_and_pets,Animal",bark.wav,deprogram,http://creativecommons.org/licenses/by-nc/3.0/,label_metadata_only_candidate,38121.wav,ad825f77810b2b8865728d68852056f1335a1ae8d9e84cb08ffc66293a43930e,f8fb3099ef08579ab14cb27c006d48aff37eec7b92cea1393bdeed1278205e3b,FE4-059.wav,../ml-workspace/datasets/hazard6_final_evaluation_v4_independent/audio/FE4-059.wav,f8fb3099ef08579ab14cb27c006d48aff37eec7b92cea1393bdeed1278205e3b,13.481587,-31.619,-52.1114,-41.9995,-42.0,30,100,3,15,YAMNet-1024 V5 int8; six system classes (thunder merged into other),7,6,6805110184e8295d73af52fc4093443a5a9867794e36b03e702e12c5a3d7548e,0979d852a24f3f2180e10f32f920eddeee166fabc5148841af5678731c33352e,e7e5e0d134cae4fe57bc2ab33848830b6efdff025e2e70af6bce3c3f9365d6bb,frozen_not_captured
60,FE4-060,STM32N6-HAZARD6-FINAL-003,FE4-A01,glass_breaking,glass_breaking,positive,FE2C-016,FE2-CANDIDATES-001,canonical,complete,normal,none,FSD50K,eval,267889,267889,"Shatter,Chink_and_clink,Glass",Breaking-Glass.wav,wjl,http://creativecommons.org/publicdomain/zero/1.0/,label_metadata_only_candidate,267889.wav,8dfb2b485d798d9f406ace0e651baf88831e4c36e7660716eb80ca6bbb080a08,ad2b0820936d865d6da3e1de1d0337ea7d22805aa7a4cf77da18459c54ce6f13,FE4-060.wav,../ml-workspace/datasets/hazard6_final_evaluation_v4_independent/audio/FE4-060.wav,ad2b0820936d865d6da3e1de1d0337ea7d22805aa7a4cf77da18459c54ce6f13,10.548413,-31.1186,-50.7887,-42.0,-42.0,30,100,3,15,YAMNet-1024 V5 int8; six system classes (thunder merged into other),7,6,6805110184e8295d73af52fc4093443a5a9867794e36b03e702e12c5a3d7548e,0979d852a24f3f2180e10f32f920eddeee166fabc5148841af5678731c33352e,e7e5e0d134cae4fe57bc2ab33848830b6efdff025e2e70af6bce3c3f9365d6bb,frozen_not_captured
